-1.5012,-0.56104,1.0507,-0.62535,0.44175,1
-1.2333,0.51809,0.71011,-0.13927,0.74099,1
-1.5012,-0.021475,-2.2022,-0.68611,0.66618,1
-1.6351,-0.56104,0.98021,-0.72661,0.44175,1
-1.5012,0.69794,-2.2492,2.7164,1.3395,1
-1.6351,0.8778,-1.9439,-0.30129,0.96541,1
-2.037,-0.56104,1.5439,-0.68611,1.3395,1
-1.903,-0.56104,-2.261,-0.68611,0.8906,1
-1.903,-0.021475,-1.9909,-0.70636,1.115,1
-1.5012,0.8778,-1.803,-0.3418,1.3395,1
-1.5012,-0.021475,-1.3567,0.28605,1.4891,1
-1.5012,1.2375,-1.0396,-0.52408,1.3395,1
-1.6351,0.8778,-1.1219,0.0025047,1.2646,1
-1.5012,-1.1006,-0.47597,-0.46332,1.5639,1
-0.83141,1.5972,-0.5112,0.022758,1.5639,1
-0.83141,2.6763,-0.58166,2.7975,1.4143,1
-0.83141,-0.021475,0.56919,-0.62535,1.2646,1
-0.69746,-0.021475,0.51047,-0.62535,1.115,1
-0.83141,1.0577,-1.0396,-0.60509,1.1898,1
-1.0993,1.4174,-1.1219,-0.28104,1.0402,1
-1.0993,1.2375,-0.73432,-0.6456,0.59137,1
-0.69746,1.5972,1.1798,2.2506,1.1898,1
-1.0993,-0.74089,1.0859,-0.72661,1.115,1
-1.0993,-1.1006,0.58093,-0.20003,1.3395,1
-1.2333,-0.56104,-1.756,-0.60509,0.06771,1
-1.2333,-1.6402,-1.6503,-0.72661,-0.23152,1
-0.69746,1.5972,0.80406,-0.24053,1.115,1
-0.69746,0.8778,1.3442,-0.40256,-0.30633,1
-1.0993,1.2375,1.5087,1.1164,0.29214,1
-1.2333,0.33823,1.3795,-0.72661,-1.204,1
-1.2333,-0.38118,1.1916,-0.72661,-0.9048,1
-1.0993,0.33823,1.0507,-0.6456,-0.97961,1
-0.96536,1.0577,0.8158,1.562,1.4891,1
-1.3672,-0.38118,-0.60515,-0.098762,-0.15671,1
-0.83141,0.8778,-0.93396,-0.36205,1.4143,1
-0.69746,1.0577,-0.088438,0.2658,1.115,1
-0.56351,-1.1006,-2.214,-0.72661,0.66618,1
-1.0993,-0.92075,-1.5211,-0.72661,0.59137,1
-1.3672,0.51809,-1.7912,-0.54433,0.21733,1
-1.0993,-0.021475,-2.167,-0.56459,-0.15671,1
-1.3672,-0.021475,-2.0261,-0.60509,-0.53076,1
-1.0993,-0.56104,1.6848,-0.72661,-1.3536,1
-1.0993,-0.38118,-2.2492,-0.62535,0.44175,1
-1.0993,-0.38118,1.6613,-0.58484,-0.38114,1
-0.83141,-0.74089,1.5087,-0.6456,-0.30633,1
-0.96536,-0.021475,0.0055086,0.3063,1.115,1
-0.96536,-0.74089,0.29909,0.2658,0.14252,1
-1.0993,-1.1006,-1.4389,-0.50383,-0.60556,1
-0.96536,-1.1006,-1.5329,0.022758,-0.23152,1
-1.2333,-0.38118,1.0507,-0.50383,-0.45595,1
-1.0993,-1.2805,0.83929,-0.72661,-0.45595,1
-1.3672,-0.38118,1.2151,1.1772,1.2646,1
-1.2333,0.33823,-1.803,-0.72661,0.06771,1
-1.3672,1.0577,-1.2745,-0.46332,-0.007098,1
-0.83141,0.69794,-0.69909,0.83289,1.4143,1
-0.83141,-0.56104,-0.73432,-0.38231,1.4143,1
-1.0993,1.0577,0.80406,3.081,1.4891,1
-1.2333,-0.74089,-1.5094,-0.38231,0.51656,1
-1.0993,0.15838,1.356,-0.3418,0.06771,1
0.10625,-0.92075,-0.74607,1.6228,1.115,5
1.0439,-1.2805,1.0742,-0.56459,-1.5033,2
-1.903,-0.021475,-0.20587,-0.50383,0.66618,2
-1.5012,-0.38118,-0.25284,1.2177,1.4891,2
-1.5012,-0.92075,1.4265,-0.68611,0.8906,2
-1.7691,-1.6402,0.0055086,-0.72661,0.66618,2
-1.903,-1.2805,-1.6151,-0.72661,0.81579,2
-2.037,-0.74089,1.6848,-0.72661,1.0402,2
-1.0993,-0.021475,0.99195,-0.56459,1.1898,2
-0.83141,0.69794,0.85103,-0.24053,1.4143,2
-0.69746,1.0577,1.0154,-0.70636,1.115,2
-1.2333,-0.92075,-2.0731,-0.72661,1.115,2
-1.0993,-1.2805,-2.2727,-0.66585,0.59137,2
-1.0993,-0.92075,1.6378,-0.58484,0.96541,2
-0.96536,-0.38118,1.2386,-0.68611,0.66618,2
-0.83141,1.9569,-2.4606,0.89365,1.115,2
-1.6351,-0.20133,1.1094,-0.70636,-2.401,2
-1.903,-0.021475,-1.3567,-0.48357,0.51656,2
-2.3049,-1.2805,-1.9674,-0.72661,0.8906,2
-2.3049,-1.2805,-0.84001,-0.72661,0.74099,2
-2.1709,-0.74089,-1.3097,-0.72661,0.51656,2
-2.037,-0.74089,-2.3549,-0.54433,0.8906,2
-2.037,-0.56104,-2.1905,-0.72661,1.0402,2
-2.037,-0.92075,1.5321,-0.72661,1.1898,2
-1.5012,-0.56104,0.78057,-0.72661,1.115,2
-1.903,-0.38118,-0.429,-0.72661,0.74099,2
-1.5012,0.33823,-0.52294,1.0759,1.4891,2
-1.2333,-0.021475,-0.69909,1.319,1.5639,2
-1.0993,-0.92075,-0.71084,-0.3418,1.5639,2
-0.69746,-1.4603,-1.298,-0.50383,1.2646,2
-0.83141,-0.74089,0.61616,-0.54433,1.115,2
-1.0993,-1.2805,-0.12367,-0.54433,0.59137,2
-1.2333,-1.1006,1.5087,-0.72661,-0.007098,2
-1.6351,-0.92075,0.36955,-0.72661,-0.75518,2
-1.2333,-0.021475,0.075969,-0.30129,1.4143,2
-1.2333,1.0577,-0.088438,2.0278,1.5639,2
-1.2333,-0.20133,0.40478,-0.68611,1.115,2
